order_id,date,product,qty,unit_price,line_total,customer_name
ORD23554,2024-06-09,Gadget X,3,7.0,21.0,Ayesha Chen
ORD23554,2024-12-17,Gadget X,5,7.0,35.0,Sara Patel
ORD23570,2024-03-06,Service Plan,5,49.99,249.95,Maria Iqbal
ORD23579,2024-09-30,Widget A,9,1375.0,12375.0,Ayesha Chen
ORD23583,2024-09-20,Widget B,3,17.99,53.97,Noor Chen
ORD23588,2024-08-17,Widget B,10,19.0,190.0,Maria Lee
ORD23591,2024-08-11,Widget B,1,19.99,19.99,Fatima Khan
ORD23593,2024-07-15,Gadget Y,5,5.0,25.0,Zain Ahmed
ORD23600,2024-09-25,Widget B,10,1999.0,19990.0,Ayesha Chen
ORD23603,2024-12-14,Gadget X,8,6.0,48.0,Zain Ahmed
ORD23611,2024-06-19,Service Plan,4,49.99,199.96,Ayesha Khan
ORD23619,2024-06-07,Gadget X,10,7.0,70.0,Fatima Garcia
ORD23621,2024-07-23,Service Plan,7,49.99,349.93,Ali Ahmed
ORD23621,2024-08-09,Gadget Y,6,5.49,32.94,Hassan Hussain
ORD23621,2024-08-25,Gadget X,2,7.0,14.0,Maria Khan
ORD23637,2024-09-12,Gadget X,7,700.0,4900.0,Noor Khan
ORD23644,2024-06-13,Gadget Y,10,5.0,50.0,Fatima Lee
ORD23659,2024-12-18,Widget B,1,21.99,21.99,Ayesha Garcia
ORD23680,2024-12-15,Widget B,1,17.99,17.99,Maria Reyes
ORD23684,2024-11-06,Widget A,5,11.0,55.0,Maria Khan
ORD23686,2024-12-20,Widget A,4,12.0,48.0,Omar Reyes
ORD23687,2024-10-15,Service Plan,7,4499.0,31493.0,Fatima Garcia
ORD23714,2024-08-19,Widget A,5,12.5,62.5,Maria Garcia
ORD23738,2024-11-09,Gadget Y,2,4.94,9.88,John Khan
ORD23744,2024-09-21,Widget A,7,13.75,96.25,Omar Patel
ORD23781,2024-07-06,Widget A,1,13.75,13.75,Hassan Lee
ORD23790,2024-08-07,Gadget X,10,700.0,7000.0,Maria Garcia
ORD23791,2024-09-23,Gadget X,10,7.7,77.0,Fatima Ahmed
ORD23799,2024-09-04,Service Plan,3,49.99,149.97,Ali Garcia
ORD23810,2024-09-22,Gadget Y,10,5.49,54.0,Noor Lee
ORD23810,2024-10-29,Widget A,2,12.5,25.0,Sara Reyes
ORD23814,2024-08-19,Widget B,1,19.0,19.0,Ali Hussain
ORD23825,2024-06-11,Service Plan,4,4999.0,19996.0,Hassan Garcia
ORD23830,2024-07-24,Service Plan,10,49.99,499.9,Ayesha Iqbal
ORD23831,2024-09-20,Gadget Y,3,5.0,15.0,Sara Smith
ORD23846,2024-12-01,Widget B,1,19.0,19.0,Ayesha Ahmed
ORD23851,2024-09-08,Widget B,9,17.99,161.91,Sara Chen
ORD23852,2024-12-28,Widget B,1,19.99,19.99,Ali Lee
ORD23870,2024-12-03,Widget A,4,13.75,55.0,Fatima Smith
ORD23891,2024-12-12,Gadget X,8,700.0,5600.0,Omar Iqbal
ORD23898,2024-02-06,Widget B,10,21.99,219.9,Ali Patel
ORD23898,2024-06-01,Widget A,7,13.75,96.25,Maria Lee
ORD23899,2024-06-02,Widget B,5,17.0,85.0,Ali Khan
ORD23910,2024-09-19,Gadget Y,7,5.49,38.43,Omar Iqbal
ORD23911,2024-10-06,Service Plan,6,4999.0,29994.0,John Patel
ORD23918,2024-11-08,Gadget Y,1,5.0,5.0,Zain Reyes
ORD23921,2024-10-22,Gadget Y,6,549.0,3294.0,Maria Khan
ORD23928,2024-08-25,Gadget X,9,7.0,63.0,Fatima Patel
ORD23941,2024-04-07,Service Plan,2,49.99,99.98,Sara Chen
ORD23943,2024-11-11,Service Plan,8,54.99,439.91,Hassan Reyes
ORD23949,2024-07-28,Gadget Y,3,5.49,16.47,John Lee
ORD23958,2024-12-28,Widget B,9,19.99,179.91,Sara Chen
ORD23965,2024-07-10,Gadget X,7,7.0,49.0,Ali Ahmed
ORD23970,2024-10-15,Widget A,1,12.5,12.5,Ali Ahmed
ORD23975,2024-08-14,Widget B,1,1999.0,1999.0,Zain Lee
ORD23982,2024-08-09,Widget A,4,1250.0,5000.0,Ayesha Iqbal
ORD23983,2024-08-30,Widget B,2,19.99,39.98,John Hussain
ORD23989,2024-12-08,Widget B,4,17.99,71.96,Maria Reyes
ORD23990,2024-11-28,Widget A,3,12.5,37.5,Maria Hussain
ORD23999,2024-08-18,Widget B,8,2199.0,17592.0,Noor Lee
ORD24015,2024-07-09,Service Plan,1,49.99,49.99,Zain Iqbal
ORD24021,2024-11-22,Widget B,8,17.99,143.92,Fatima Iqbal
ORD24026,2024-12-26,Gadget X,6,7.0,42.0,Maria Hussain
ORD24031,2024-08-02,Widget A,3,12.5,37.5,Maria Patel
ORD24033,2024-08-03,Gadget X,3,7.0,21.0,Noor Patel
ORD24040,2024-12-22,Gadget Y,5,4.0,20.0,Omar Garcia
ORD24052,2024-08-09,Service Plan,2,49.99,99.98,John Khan
ORD24053,2024-11-25,Widget A,8,12.5,100.0,Maria Iqbal
ORD24063,2024-11-05,Service Plan,1,49.0,49.0,Omar Chen
ORD24065,2024-10-26,Service Plan,6,44.99,269.95,Ayesha Khan
ORD24073,2024-08-05,Gadget Y,6,5.49,32.94,Hassan Ahmed
ORD24093,2024-08-23,Gadget X,4,700.0,2800.0,Omar Reyes
ORD24112,2024-08-27,Gadget X,7,700.0,4900.0,Zain Hussain
ORD24116,2024-10-18,Gadget Y,3,5.49,16.47,Sara Iqbal
ORD24127,2024-06-05,Gadget X,4,7.7,30.8,Zain Khan
ORD24146,2024-08-17,Gadget X,8,7.0,56.0,Ayesha Khan
ORD24150,2024-07-04,Widget B,1,21.99,21.99,Omar Chen
ORD24153,2024-11-21,Widget B,5,21.99,109.95,Zain Patel
ORD24156,2024-06-27,Widget A,10,12.5,125.0,John Hussain
ORD24156,2024-07-03,Gadget Y,7,4.94,34.59,Noor Hussain
ORD24166,2024-09-30,Gadget Y,7,549.0,3843.0,Ali Ahmed
ORD24168,2024-09-06,Widget A,8,1250.0,10000.0,Ayesha Khan
ORD24191,2024-11-28,Service Plan,4,4999.0,19996.0,Maria Hussain
ORD24196,2024-11-10,Gadget Y,2,4.94,9.88,Ayesha Patel
ORD24211,2024-03-12,Widget A,4,13.75,55.0,Ayesha Chen
ORD24214,2024-07-10,Gadget Y,9,5.0,45.0,Zain Reyes
ORD24219,2024-06-02,Gadget X,1,7.0,7.0,John Chen
ORD24224,2024-09-18,Widget A,2,12.5,25.0,Noor Hussain
ORD24232,2024-11-28,Service Plan,8,5499.0,43992.0,John Ahmed
ORD24243,2024-08-14,Widget A,5,1125.0,5625.0,Fatima Smith
ORD24243,2024-11-23,Gadget X,10,630.0,6300.0,Sara Chen
ORD24249,2024-12-13,Widget B,4,19.99,79.96,Noor Lee
ORD24250,2024-11-26,Service Plan,4,44.99,179.0,Hassan Chen
ORD24253,2024-11-23,Service Plan,7,49.99,349.93,Noor Khan
ORD24267,2024-08-26,Widget A,8,12.5,100.0,Fatima Reyes
ORD24280,2024-11-12,Gadget X,6,7.0,42.0,Fatima Patel
ORD24293,2024-07-13,Widget A,8,12.5,100.0,Sara Ahmed
ORD24311,2024-11-01,Widget A,6,12.5,75.0,Zain Reyes
ORD24312,2024-11-10,Gadget Y,5,5.0,25.0,Omar Hussain
ORD24314,2024-06-09,Widget A,5,13.75,68.75,Zain Lee
ORD24314,2024-12-26,Widget A,6,1250.0,7500.0,Ali Patel
ORD24321,2024-11-22,Widget A,10,12.0,120.0,Maria Chen
ORD24338,2024-10-05,Widget A,3,1250.0,3750.0,Fatima Smith
ORD24345,2024-11-19,Gadget Y,4,5.0,20.0,Fatima Hussain
ORD24351,2024-12-07,Gadget Y,1,4.94,4.94,Noor Chen
ORD24367,2024-11-21,Widget B,5,19.99,99.95,Ali Khan
ORD24371,2024-10-09,Widget B,9,19.99,179.91,John Garcia
ORD24390,2024-02-07,Gadget X,5,770.0,3850.0,Ayesha Ahmed
ORD24393,2024-09-28,Widget A,4,1375.0,5500.0,Zain Ahmed
ORD24405,2024-07-18,Widget B,9,19.0,171.0,Fatima Iqbal
ORD24405,2024-10-27,Widget A,8,13.75,110.0,Maria Hussain
ORD24406,2024-06-17,Gadget X,5,7.0,35.0,Zain Patel
ORD24426,2024-10-17,Gadget Y,2,5.49,10.98,Maria Ahmed
ORD24429,2024-11-14,Gadget X,10,7.0,70.0,Noor Lee
ORD24444,2024-08-01,Widget A,8,12.5,100.0,Sara Chen
ORD24483,2024-07-31,Gadget X,10,630.0,6300.0,Maria Patel
ORD24490,2024-08-24,Gadget Y,6,6.04,36.24,Sara Khan
ORD24500,2024-10-25,Gadget X,3,7.0,21.0,Omar Patel
ORD24505,2024-07-19,Gadget X,1,7.0,7.0,Fatima Garcia
ORD24513,2024-07-18,Service Plan,7,44.99,314.93,Sara Khan
ORD24515,2024-12-23,Widget A,1,12.5,12.5,Ayesha Ahmed
ORD24523,2024-06-07,Gadget Y,4,5.0,20.0,John Khan
ORD24530,2024-06-19,Gadget X,2,7.0,14.0,Hassan Lee
ORD24531,2024-09-06,Widget B,4,19.99,79.96,Sara Iqbal
ORD24544,2024-12-05,Widget B,1,19.99,19.99,Noor Reyes
ORD24564,2024-08-29,Gadget Y,6,4.0,24.0,Hassan Chen
ORD24566,2024-07-01,Service Plan,5,49.0,245.0,Zain Smith
ORD24570,2024-07-06,Service Plan,2,54.99,109.98,Maria Patel
ORD24582,2024-06-21,Widget A,7,13.75,96.25,John Khan
ORD24614,2024-06-05,Gadget X,5,7.0,35.0,Noor Lee
ORD24625,2024-07-07,Service Plan,7,49.99,349.93,Maria Lee
ORD24638,2024-11-16,Gadget Y,5,5.49,27.45,Sara Reyes
ORD24652,2024-06-25,Gadget X,4,6.0,24.0,John Iqbal
ORD24662,2024-12-30,Gadget Y,2,4.94,9.88,Ayesha Khan
ORD24676,2024-06-03,Widget A,7,1250.0,8750.0,Sara Iqbal
ORD24676,2024-11-14,Widget A,3,11.25,33.75,Sara Ahmed
ORD24684,2024-09-11,Widget B,7,19.99,139.93,John Iqbal
ORD24688,2024-10-07,Gadget Y,4,4.94,19.76,Maria Patel
ORD24723,2024-08-17,Widget A,10,13.75,137.5,Sara Patel
ORD24726,2024-10-31,Widget A,8,12.5,100.0,John Smith
ORD24727,2024-08-26,Gadget Y,2,5.49,10.98,John Iqbal
ORD24733,2024-09-30,Gadget Y,7,4.94,34.0,John Smith
ORD24743,2024-09-14,Service Plan,5,49.99,249.95,Ali Chen
ORD24790,2024-06-09,Gadget Y,10,5.49,54.0,Noor Khan
ORD24793,2024-11-19,Gadget X,10,6.0,60.0,Sara Chen
ORD24818,2024-07-04,Widget A,3,12.0,36.0,Hassan Patel
ORD24821,2024-08-23,Widget B,6,1799.0,10795.0,Fatima Hussain
ORD24832,2024-10-22,Gadget Y,7,4.94,34.59,Ayesha Smith
ORD24837,2024-09-18,Gadget X,2,6.3,12.6,Sara Iqbal
ORD24838,2024-06-24,Widget B,10,17.99,179.0,Hassan Lee
ORD24853,2024-06-24,Widget A,5,12.5,62.5,John Hussain
ORD24857,2024-07-24,Service Plan,3,49.99,149.97,Sara Khan
ORD24863,2024-08-23,Service Plan,2,49.99,99.98,John Patel
ORD24869,2024-06-07,Widget B,8,17.99,143.92,Fatima Lee
ORD24869,2024-10-02,Service Plan,1,49.99,49.99,Zain Lee
ORD24871,2024-09-27,Widget A,3,13.75,41.0,Fatima Reyes
ORD24879,2024-11-06,Widget B,6,19.99,119.94,Zain Chen
ORD24880,2024-06-25,Gadget Y,9,5.49,49.0,Sara Iqbal
ORD24896,2024-12-08,Widget A,8,13.75,110.0,Ayesha Patel
ORD24896,2024-12-10,Gadget Y,3,549.0,1647.0,Omar Patel
ORD24899,2024-03-08,Widget A,9,13.75,123.75,Ali Smith
ORD24906,2024-12-25,Widget B,1,19.99,19.99,John Iqbal
ORD24908,2024-07-05,Service Plan,7,49.99,349.93,Maria Iqbal
ORD24918,2024-12-21,Widget B,4,19.99,79.96,Omar Iqbal
ORD24920,2024-08-23,Gadget Y,9,4.0,36.0,Noor Reyes
ORD24937,2024-12-27,Widget B,10,21.99,219.89,Fatima Reyes
ORD24946,2024-07-16,Widget B,3,19.99,59.97,Ayesha Smith
ORD24957,2024-07-17,Service Plan,1,44.0,44.0,Maria Smith
ORD24960,2024-06-05,Gadget X,2,7.0,14.0,Omar Khan
ORD24962,2024-10-26,Gadget Y,8,549.0,4392.0,Fatima Chen
ORD24964,2024-09-24,Widget A,3,11.25,33.75,Fatima Chen
ORD24986,2024-08-21,Gadget X,1,7.7,7.7,Omar Khan
ORD25005,2024-07-20,Gadget Y,5,5.49,27.45,Omar Hussain
ORD25008,2024-06-09,Widget B,2,17.99,35.98,Noor Smith
ORD25010,2024-12-18,Gadget X,7,7.0,49.0,Sara Ahmed
ORD25012,2024-12-23,Gadget X,3,6.0,18.0,Ali Patel
ORD25022,2024-09-12,Service Plan,4,49.99,199.96,Sara Lee
ORD25033,2024-12-31,Service Plan,2,49.0,98.0,Ali Patel
ORD25050,2024-06-11,Gadget X,9,7.0,63.0,Ali Khan
ORD25050,2024-09-14,Service Plan,3,49.0,147.0,Hassan Chen
ORD25054,2024-06-27,Gadget X,2,7.0,14.0,Ayesha Hussain
ORD25076,2024-07-30,Widget B,5,1999.0,9995.0,Maria Iqbal
ORD25076,2024-12-20,Gadget X,6,6.3,37.8,Ali Patel
ORD25090,2024-11-30,Gadget X,1,630.0,630.0,Ali Lee
ORD25095,2024-07-08,Gadget Y,1,5.49,5.49,Omar Reyes
ORD25095,2024-11-03,Widget A,2,12.5,25.0,Sara Patel
ORD25108,2024-06-13,Widget B,6,21.99,131.93,Ali Khan
ORD25112,2024-11-13,Gadget X,5,6.3,31.5,Ayesha Patel
ORD25117,2024-07-29,Service Plan,1,49.99,49.99,Omar Smith
ORD25126,2024-11-18,Widget B,2,19.0,38.0,Omar Patel
ORD25141,2024-09-20,Gadget X,10,7.0,70.0,Sara Chen
ORD25169,2024-12-02,Widget B,10,1999.0,19990.0,John Garcia
ORD25174,2024-06-14,Gadget Y,9,604.0,5435.0,Ali Lee
ORD25178,2024-06-22,Gadget Y,4,4.94,19.76,Ayesha Khan
ORD25179,2024-08-24,Widget B,6,19.99,119.94,Zain Chen
ORD25180,2024-07-16,Gadget Y,6,5.49,32.94,Fatima Patel
ORD25195,2024-07-19,Gadget Y,6,5.49,32.94,Ayesha Patel
ORD25208,2024-08-19,Service Plan,3,49.99,149.97,Ali Khan
ORD25229,2024-11-23,Gadget Y,2,549.0,1098.0,Omar Ahmed
ORD25234,2024-09-14,Widget B,7,21.99,153.92,John Ahmed
ORD25251,2024-08-19,Widget B,9,21.99,197.91,Ayesha Ahmed
ORD25260,2024-08-07,Gadget Y,5,6.04,30.2,Fatima Khan
ORD25267,2024-06-13,Gadget Y,10,604.0,6039.0,Noor Lee
ORD25284,2024-12-09,Service Plan,1,49.99,49.99,Ali Ahmed
ORD25289,2024-07-23,Widget A,5,1250.0,6250.0,John Reyes
ORD25291,2024-11-26,Widget A,7,11.25,78.75,Omar Reyes
ORD25296,2024-07-24,Service Plan,9,54.99,494.9,Zain Lee
ORD25302,2024-08-22,Service Plan,1,44.99,44.99,Maria Khan
ORD25306,2024-09-26,Service Plan,2,49.99,99.98,Zain Garcia
ORD25309,2024-12-23,Widget B,2,2199.0,4398.0,Ayesha Smith
ORD25313,2024-11-05,Gadget Y,3,4.94,14.82,Ayesha Ahmed
ORD25336,2024-12-23,Service Plan,5,4499.0,22495.0,Noor Reyes
ORD25361,2024-04-08,Widget B,5,1999.0,9995.0,Omar Patel
ORD25374,2024-08-01,Service Plan,7,5499.0,38493.0,Maria Chen
ORD25381,2024-12-31,Gadget X,4,6.3,25.0,Ali Garcia
ORD25385,2024-12-25,Gadget Y,1,5.49,5.49,Zain Reyes
ORD25390,2024-11-09,Widget A,7,12.0,84.0,Noor Ahmed
ORD25392,2024-12-19,Widget B,4,1999.0,7996.0,Ali Reyes
ORD25401,2024-10-14,Widget A,10,12.5,125.0,John Khan
ORD25406,2024-12-26,Gadget Y,4,4.0,16.0,Noor Reyes
ORD25420,2024-11-17,Widget B,3,21.99,65.97,Ali Lee
ORD25420,2024-12-13,Service Plan,2,49.99,99.98,John Patel
ORD25421,2024-08-19,Service Plan,4,54.0,219.0,John Khan
ORD25423,2024-07-13,Gadget Y,9,4.94,44.47,John Patel
ORD25433,2024-07-19,Service Plan,10,49.99,499.9,Omar Patel
ORD25433,2024-09-26,Service Plan,6,44.99,269.94,Hassan Hussain
ORD25464,2024-11-13,Widget B,10,19.99,199.9,Zain Smith
ORD25467,2024-11-18,Widget B,6,1999.0,11994.0,Hassan Ahmed
ORD25473,2024-11-09,Gadget X,8,7.0,56.0,Ali Reyes
ORD25482,2024-12-20,Widget A,6,12.0,72.0,John Chen
ORD25501,2024-11-05,Gadget X,6,7.0,42.0,Omar Iqbal
ORD25504,2024-09-01,Service Plan,6,49.99,299.94,Zain Khan
ORD25516,2024-12-31,Service Plan,4,49.0,199.0,Ali Khan
ORD25532,2024-09-29,Widget A,9,1375.0,12375.0,Fatima Ahmed
ORD25542,2024-07-20,Widget A,1,11.25,11.25,Fatima Ahmed
ORD25554,2024-08-16,Gadget Y,3,6.04,18.12,Ayesha Khan
ORD25578,2024-07-13,Widget B,4,21.99,87.96,John Reyes
ORD25593,2024-08-28,Widget A,2,12.5,25.0,Hassan Ahmed
ORD25596,2024-11-24,Gadget X,2,770.0,1540.0,Zain Lee
ORD25599,2024-08-31,Widget A,6,12.5,75.0,Sara Lee
ORD25603,2024-09-01,Gadget X,4,6.3,25.2,Ayesha Iqbal
ORD25611,2024-10-17,Widget A,3,1125.0,3375.0,Sara Hussain
ORD25628,2024-10-31,Widget B,9,1799.0,16191.0,Sara Hussain
ORD25631,2024-06-20,Gadget X,7,7.0,49.0,Ayesha Khan
ORD25632,2024-10-10,Gadget Y,2,604.0,1208.0,Zain Garcia
ORD25639,2024-12-24,Gadget Y,9,5.49,49.41,Fatima Iqbal
ORD25646,2024-10-26,Service Plan,2,44.99,89.98,Zain Patel
ORD25647,2024-06-06,Gadget Y,3,4.94,14.82,Hassan Reyes
ORD25648,2024-08-22,Service Plan,10,4999.0,49990.0,John Patel
ORD25663,2024-08-24,Widget A,2,13.0,26.0,Hassan Hussain
ORD25663,2024-11-21,Widget B,7,1999.0,13993.0,Omar Iqbal
ORD25675,2024-11-14,Widget B,6,21.99,131.93,Maria Khan
ORD25678,2024-09-02,Widget A,1,12.0,12.0,Sara Garcia
ORD25687,2024-10-17,Widget A,6,11.25,67.5,Ayesha Garcia
ORD25701,2024-10-07,Widget B,2,2199.0,4398.0,Sara Chen
ORD25703,2024-06-03,Widget B,9,1999.0,17991.0,Maria Hussain
ORD25712,2024-06-21,Gadget Y,10,5.49,54.9,Noor Hussain
ORD25724,2024-08-01,Service Plan,10,54.99,549.0,Noor Smith
ORD25726,2024-11-09,Widget B,2,21.99,43.98,Ayesha Lee
ORD25730,2024-09-13,Service Plan,2,44.0,88.0,Noor Hussain
ORD25732,2024-12-07,Widget A,6,12.5,75.0,Ayesha Chen
ORD25737,2024-11-17,Gadget X,3,630.0,1890.0,Hassan Khan
ORD25744,2024-06-04,Service Plan,7,49.0,343.0,Fatima Chen
ORD25744,2024-10-13,Service Plan,9,49.99,449.91,Fatima Chen
ORD25753,2024-04-08,Widget B,5,21.99,109.95,Zain Garcia
ORD25763,2024-08-12,Service Plan,4,44.0,176.0,Fatima Smith
ORD25766,2024-09-17,Widget B,5,21.99,109.0,Fatima Iqbal
ORD25784,2024-07-17,Widget B,1,19.99,19.99,Maria Iqbal
ORD25793,2024-08-28,Widget B,9,19.99,179.91,Noor Hussain
ORD25794,2024-07-05,Gadget Y,5,6.04,30.2,Sara Patel
ORD25802,2024-09-20,Gadget X,10,7.0,70.0,Omar Iqbal
ORD25804,2024-09-30,Widget A,2,1250.0,2500.0,John Iqbal
ORD25809,2024-08-09,Widget A,3,12.5,37.5,Hassan Smith
ORD25809,2024-09-04,Gadget Y,2,6.04,12.08,Maria Iqbal
ORD25818,2024-06-08,Service Plan,2,44.99,89.98,Sara Garcia
ORD25829,2024-08-16,Gadget Y,2,604.0,1208.0,Sara Khan
ORD25844,2024-12-12,Gadget Y,3,5.49,16.47,Omar Khan
ORD25856,2024-07-11,Widget A,6,12.5,75.0,Sara Smith
ORD25871,2024-06-23,Gadget Y,5,5.49,27.45,Noor Lee
ORD25875,2024-09-17,Widget A,4,12.5,50.0,Hassan Reyes
ORD25894,2024-08-02,Gadget Y,1,4.94,4.94,Ali Garcia
ORD25896,2024-09-16,Widget A,6,12.5,75.0,Sara Chen
ORD25897,2024-06-27,Gadget Y,2,5.49,10.98,Sara Iqbal
ORD25910,2024-10-27,Gadget Y,8,5.49,43.92,Maria Khan
ORD25917,2024-12-07,Service Plan,9,49.99,449.0,Hassan Lee
ORD25926,2024-12-21,Gadget X,4,7.0,28.0,Maria Chen
ORD25928,2024-08-09,Widget B,8,21.99,175.92,Ayesha Khan
ORD25930,2024-07-02,Service Plan,4,44.99,179.96,John Smith
ORD25943,2024-05-08,Gadget X,2,6.3,12.6,Hassan Ahmed
ORD25952,2024-10-24,Service Plan,6,49.99,299.94,Maria Iqbal
ORD25961,2024-11-16,Widget A,3,13.75,41.25,Zain Khan
ORD25982,2024-10-13,Widget B,5,17.99,89.0,Zain Hussain
ORD26008,2024-08-08,Gadget X,1,7.0,7.0,Zain Khan
ORD26009,2024-08-29,Service Plan,6,44.99,269.95,Maria Chen
ORD26011,2024-12-28,Gadget Y,2,5.49,10.98,Ayesha Smith
ORD26012,2024-12-16,Widget B,5,21.99,109.95,Noor Khan
ORD26016,2024-10-19,Service Plan,7,54.99,384.93,Ayesha Ahmed
ORD26027,2024-11-12,Service Plan,4,54.0,216.0,Omar Iqbal
ORD26047,2024-09-10,Gadget X,9,7.7,69.3,Noor Patel
ORD26050,2024-11-05,Service Plan,1,49.0,49.0,Maria Ahmed
ORD26072,2024-08-20,Service Plan,10,49.99,499.0,Omar Khan
ORD26072,2024-10-22,Service Plan,7,44.99,314.94,Noor Khan
ORD26085,2024-07-22,Widget B,6,21.99,131.94,Sara Garcia
ORD26099,2024-08-20,Gadget Y,6,4.0,24.0,Sara Smith
ORD26117,2024-12-10,Gadget X,10,6.0,60.0,Zain Iqbal
ORD26118,2024-12-30,Widget B,9,19.99,179.91,Maria Garcia
ORD26125,2024-08-24,Widget B,6,19.99,119.94,Omar Chen
ORD26142,2024-10-29,Gadget Y,6,6.04,36.23,Ayesha Chen
ORD26143,2024-06-17,Service Plan,6,49.0,294.0,Hassan Lee
ORD26173,2024-09-21,Gadget X,9,7.0,63.0,Omar Iqbal
ORD26180,2024-10-23,Gadget Y,6,5.49,32.94,Omar Reyes
ORD26182,2024-08-10,Service Plan,8,49.99,399.92,Hassan Lee
ORD26187,2024-07-15,Service Plan,5,44.99,224.95,John Chen
ORD26188,2024-07-10,Service Plan,3,49.99,149.97,Sara Chen
ORD26190,2024-11-29,Gadget X,1,700.0,700.0,Omar Lee
ORD26193,2024-10-23,Gadget Y,1,5.49,5.49,Noor Reyes
ORD26213,2024-12-29,Service Plan,7,54.99,384.0,Fatima Garcia
ORD26223,2024-10-18,Widget A,10,12.5,125.0,Omar Hussain
ORD26225,2024-11-02,Widget B,10,19.99,199.9,Noor Hussain
ORD26228,2024-07-16,Widget B,7,19.99,139.93,Ali Lee
ORD26250,2024-12-06,Widget B,5,19.99,99.95,Hassan Patel
ORD26296,2024-07-10,Widget B,9,19.99,179.91,Ali Khan
ORD26302,2024-11-09,Widget A,6,12.5,75.0,Ali Garcia
ORD26327,2024-03-11,Service Plan,8,44.99,359.92,Hassan Lee
ORD26335,2024-11-19,Widget A,3,1250.0,3750.0,Noor Reyes
ORD26342,2024-08-10,Widget A,6,12.0,72.0,Ali Khan
ORD26343,2024-07-08,Widget A,3,12.5,37.0,Omar Garcia
ORD26345,2024-07-25,Gadget X,3,7.0,21.0,Noor Chen
ORD26357,2024-12-18,Widget B,5,21.0,105.0,John Ahmed
ORD26361,2024-07-13,Gadget X,9,700.0,6300.0,Zain Iqbal
ORD26366,2024-10-05,Gadget Y,4,604.0,2416.0,Noor Smith
ORD26376,2024-12-17,Widget A,1,13.75,13.75,Sara Ahmed
ORD26377,2024-11-23,Widget B,3,19.99,59.97,Ali Lee
ORD26386,2024-07-19,Widget B,1,19.99,19.99,Fatima Lee
ORD26403,2024-06-23,Widget B,10,19.99,199.9,Omar Smith
ORD26418,2024-11-16,Service Plan,9,49.0,441.0,Ali Ahmed
ORD26453,2024-08-25,Gadget Y,4,549.0,2196.0,Hassan Iqbal
ORD26454,2024-09-06,Gadget X,9,7.0,63.0,Ali Chen
ORD26461,2024-10-09,Gadget X,9,7.7,69.0,Ali Garcia
ORD26480,2024-10-11,Service Plan,2,4999.0,9998.0,Hassan Lee
ORD26500,2024-06-06,Widget B,10,19.99,199.9,Noor Iqbal
ORD26502,2024-07-09,Widget B,6,19.0,114.0,Omar Khan
ORD26517,2024-10-25,Service Plan,7,44.0,308.0,Sara Chen
ORD26528,2024-08-31,Gadget X,6,7.0,42.0,Maria Chen
ORD26533,2024-11-24,Gadget Y,6,6.04,36.23,Ayesha Khan
ORD26539,2024-11-06,Gadget Y,2,6.04,12.08,Sara Iqbal
ORD26557,2024-09-12,Gadget Y,10,6.04,60.39,Noor Patel
ORD26558,2024-10-08,Widget A,10,13.75,137.5,Ayesha Ahmed
ORD26561,2024-12-01,Gadget X,8,6.3,50.0,Sara Patel
ORD26562,2024-06-20,Widget B,1,17.99,17.99,John Patel
ORD26565,2024-08-24,Service Plan,5,49.99,249.95,Noor Lee
ORD26568,2024-06-02,Gadget X,6,7.0,42.0,John Ahmed
ORD26568,2024-12-30,Service Plan,10,49.99,499.9,Zain Smith
ORD26571,2024-07-03,Widget A,2,12.5,25.0,Noor Hussain
ORD26572,2024-06-21,Widget B,4,17.99,71.0,Maria Khan
ORD26588,2024-07-14,Service Plan,6,5499.0,32993.0,Ali Smith
ORD26590,2024-09-14,Gadget Y,3,6.04,18.12,John Iqbal
ORD26609,2024-11-17,Gadget X,7,7.7,53.9,Maria Garcia
ORD26633,2024-09-24,Service Plan,5,49.99,249.95,Ayesha Lee
ORD26652,2024-12-07,Gadget Y,5,4.94,24.7,John Hussain
ORD26656,2024-07-28,Widget A,8,12.0,96.0,Hassan Iqbal
ORD26688,2024-10-17,Gadget X,2,7.0,14.0,Omar Garcia
ORD26703,2024-11-15,Service Plan,9,49.99,449.91,Ayesha Hussain
ORD26740,2024-06-08,Gadget Y,7,5.49,38.43,Noor Garcia
ORD26754,2024-06-15,Gadget X,4,7.0,28.0,Maria Iqbal
ORD26757,2024-11-15,Gadget X,6,700.0,4200.0,Fatima Reyes
ORD26761,2024-01-09,Gadget Y,9,5.0,45.0,Maria Ahmed
ORD26767,2024-08-26,Gadget X,9,7.0,63.0,Sara Hussain
ORD26787,2024-06-30,Widget B,5,1999.0,9995.0,John Iqbal
ORD26794,2024-09-03,Service Plan,8,49.99,399.92,Ayesha Hussain
ORD26795,2024-06-14,Gadget X,10,7.0,70.0,Hassan Khan
ORD26811,2024-11-11,Gadget X,4,7.0,28.0,Ali Hussain
ORD26826,2024-09-11,Service Plan,10,49.99,499.0,Ali Smith
ORD26837,2024-10-12,Widget B,5,1799.0,8995.0,Zain Smith
ORD26843,2024-08-21,Widget B,7,19.99,139.93,Maria Reyes
ORD26850,2024-07-07,Service Plan,1,49.99,49.99,Sara Hussain
ORD26852,2024-08-13,Gadget Y,2,5.49,10.98,Sara Chen
ORD26880,2024-09-18,Gadget X,1,6.3,6.3,Omar Lee
