order_id,email,country,sku,qty,unit_price,total
5156,rahul.ali@@mail.com,UAE,SKU-001,2.0,20.32,40.64
5161,noah@example,USA,SKU-007,4.0,0.0,0.0
5162,amna.miller @ hotmail.com,UAE,SKU-007,1.0,,
5164,emily.ahmad @ example.com,USA,SKU-010,4.0,,
5166,hassan.raza@@hotmail.com,Pakistan,SKU-006,2.0,13.86,27.72
5168,huda@example,UAE,SKU-005,5.0,3.07,15.35
5199,jane.singh @ shop.com,India,SKU-007,3.0,0.0,0.0
5208,ahmed.brown@@mail.com,Pakistan,SKU-001,4.0,21.5,86.0
5220,ali.kumar @ shop.com,UAE,SKU-008,1.0,20.69,20.69
5225,michael.davis @ example.com,Pakistan,SKU-002,2.0,12.32,24.64
5232,ava@example,Pakistan,SKU-003,3.0,,
5233,jane.patel @ hotmail.com,UAE,SKU-003,4.0,4.8,19.2
5238,liam.miller @ marketplace.net,UAE,SKU-008,3.0,23.96,71.88
5251,laiba@example,USA,SKU-008,4.0,20.05,80.2
5276,meera@example,Pakistan,SKU-005,5.0,2.94,14.7
5289,sara@example,India,SKU-003,5.0,5.43,27.15
5300,sara.davis @ marketplace.net,Pakistan,SKU-002,1.0,11.73,11.73
5305,sonia@example,USA,SKU-009,5.0,10.35,51.75
5307,noah.ali@@mail.com,UAE,SKU-010,5.0,30.45,152.25
5330,nida@example,USA,SKU-008,4.0,22.32,89.28
5340,usman.ali@@eml.com,Pakistan,SKU-003,0.0,5.11,0.0
5348,liam.noor@@eml.com,USA,SKU-006,1.0,15.02,15.02
5353,faizan.hassan @ hotmail.com,India,SKU-004,5.0,6.94,34.7
5396,zain.raza @ eml.com,Pakistan,SKU-001,3.0,20.26,60.78
5400,noor@example,USA,SKU-004,1.0,7.76,7.76
5421,meera.miller@@shop.com,USA,SKU-010,4.0,,
5465,meera@example,Pakistan,SKU-002,3.0,13.13,39.39
5469,amna.abbas @ mail.com,India,SKU-010,1.0,,
5477,emily@example,Pakistan,SKU-009,1.0,9.01,9.01
5482,olivia@example,India,SKU-007,4.0,0.0,0.0
5503,laiba@example,Pakistan,SKU-008,3.0,20.36,61.08
5505,omar.hassan@@shop.com,India,SKU-005,5.0,3.14,15.7
5506,faizan.sharma @ eml.com,UAE,SKU-007,3.0,0.0,0.0
5508,jane.williams@@mail.com,Pakistan,SKU-009,2.0,10.1,20.2
5517,ali.miller @ eml.com,Pakistan,SKU-003,1.0,4.76,4.76
5533,ahmed@example,USA,SKU-005,4.0,3.28,13.12
5535,ahmed.miller @ marketplace.net,Pakistan,SKU-008,3.0,20.09,60.27
5541,emily.khan@@shop.com,India,SKU-005,5.0,3.23,16.15
5548,olivia@example,Pakistan,SKU-010,4.0,28.41,113.64
5549,ava@example,USA,SKU-002,1.0,12.56,12.56
5561,faizan@example,Pakistan,SKU-009,3.0,10.14,30.42
5584,ali.brown@@eml.com,UAE,SKU-008,3.0,20.98,62.94
5608,ayesha.ali @ example.com,USA,SKU-005,3.0,3.56,10.68
5635,rahul@example,UAE,SKU-008,3.0,20.19,60.57
5639,olivia.khan @ shop.com,Pakistan,SKU-002,1.0,12.76,12.76
5656,laiba.doe@@marketplace.net,India,SKU-003,2.0,4.98,9.96
5657,jane.gupta @ mail.com,India,SKU-010,5.0,31.44,157.2
5659,olivia.gupta @ hotmail.com,USA,SKU-001,4.0,19.53,78.12
5663,meera.gupta @ marketplace.net,USA,SKU-002,5.0,13.28,66.4
5669,huda.patel@@example.com,Pakistan,SKU-005,1.0,3.2,3.2
5670,rahul.miller @ marketplace.net,USA,SKU-006,4.0,14.83,59.32
5698,zain@example,USA,SKU-005,2.0,3.54,7.08
5715,omar@example,USA,SKU-010,3.0,30.86,92.58
5716,laiba@example,India,SKU-010,5.0,30.34,151.7
5745,sonia.miller@@example.com,USA,SKU-007,5.0,0.0,0.0
5749,emily@example,Pakistan,SKU-001,4.0,19.22,76.88
5753,arjun.brown @ example.com,India,SKU-010,4.0,,
5766,amna@example,Pakistan,SKU-007,2.0,0.0,0.0
5772,huda@example,USA,SKU-003,4.0,5.46,21.84
5775,noah@example,UAE,SKU-003,3.0,5.25,15.75
5776,ava.patel @ mail.com,Pakistan,SKU-009,5.0,10.77,53.85
5784,noah@example,Pakistan,SKU-010,3.0,27.94,83.82
5837,jane@example,Pakistan,SKU-006,4.0,16.14,64.56
5840,ali.khan@@example.com,Pakistan,SKU-010,4.0,32.0,128.0
5845,jane@example,UAE,SKU-005,2.0,3.5,7.0
5846,bilal@example,Pakistan,SKU-010,1.0,28.83,28.83
5847,jane@example,USA,SKU-009,3.0,,
5849,amna.zafar @ example.com,USA,SKU-008,5.0,20.14,100.7
5888,ahmed.akram @ shop.com,UAE,SKU-002,2.0,13.58,27.16
5919,usman.doe @ eml.com,India,SKU-001,4.0,,
5939,rahul.obrien@@eml.com,UAE,SKU-002,1.0,11.53,11.53
5951,amna@example,India,SKU-010,5.0,29.65,148.25
5961,sara@example,Pakistan,SKU-008,1.0,21.01,21.01
5980,omar@example,Pakistan,SKU-002,5.0,,
5990,nida.davis@@hotmail.com,USA,SKU-001,5.0,21.15,105.75
5995,olivia.iqbal @ marketplace.net,India,SKU-010,2.0,31.49,62.98
5998,noah.brown@@example.com,USA,SKU-010,3.0,,
6021,noah@example,USA,SKU-007,5.0,,
6057,sophia.singh @ eml.com,India,SKU-005,5.0,3.44,17.2
6081,nida@example,Pakistan,SKU-007,4.0,0.0,0.0
6082,olivia@example,USA,SKU-005,1.0,3.46,3.46
6108,anil@example,Pakistan,SKU-007,1.0,0.0,0.0
6117,john@example,Pakistan,SKU-001,1.0,18.3,18.3
6124,rahul@example,India,SKU-009,2.0,9.12,18.24
6129,liam.akram@@example.com,USA,SKU-006,3.0,13.97,41.91
6133,liam@example,Pakistan,SKU-007,3.0,,
6175,ava.chen @ example.com,USA,SKU-008,1.0,,
6179,meera.abbas@@shop.com,Pakistan,SKU-009,5.0,10.9,54.5
6195,faizan@example,Pakistan,SKU-001,2.0,21.67,43.34
6205,noor@example,UAE,SKU-002,3.0,12.82,38.46
6220,huda.khan @ example.com,India,SKU-001,2.0,20.88,41.76
6222,faizan.yadav @ eml.com,Pakistan,SKU-001,2.0,21.77,43.54
6238,laiba@example,Pakistan,SKU-008,2.0,,
6250,arjun.zafar @ example.com,Pakistan,SKU-005,5.0,3.39,16.95
6276,john.patel @ hotmail.com,India,SKU-006,4.0,13.82,55.28
6278,bilal@example,UAE,SKU-008,5.0,23.31,116.55
6296,ahmed@example,USA,SKU-009,3.0,9.71,29.13
6358,nida.williams @ shop.com,Pakistan,SKU-002,4.0,12.8,51.2
6366,anil@example,Pakistan,SKU-004,5.0,7.02,35.1
6380,ahmed.khan @ eml.com,UAE,SKU-007,4.0,0.0,0.0
6385,liam@example,USA,SKU-010,3.0,27.52,82.56
6403,ali.chen @ example.com,Pakistan,SKU-004,5.0,7.49,37.45
6410,sonia.noor @ marketplace.net,India,SKU-010,1.0,29.18,29.18
6412,ayesha.ali@@hotmail.com,UAE,SKU-009,5.0,9.0,45.0
6414,amna.khan @ shop.com,Pakistan,SKU-008,5.0,21.93,109.65
6420,sonia.ali @ eml.com,Pakistan,SKU-009,3.0,10.13,30.39
6425,emily@example,UAE,SKU-009,5.0,9.47,47.35
6426,priya@example,USA,SKU-007,3.0,0.0,0.0
6430,omar@example,Pakistan,SKU-007,4.0,0.0,0.0
6453,noor.gupta@@mail.com,USA,SKU-002,0.0,11.64,0.0
6476,jane@example,USA,SKU-007,4.0,0.0,0.0
6483,ahmed.ali@@example.com,Pakistan,SKU-006,4.0,,
6488,olivia@example,UAE,SKU-008,3.0,21.91,65.73
6502,noah.noor@@eml.com,USA,SKU-001,5.0,21.91,109.55
6507,meera.raza @ hotmail.com,UAE,SKU-008,3.0,22.47,67.41
6514,ahmed@example,Pakistan,SKU-003,3.0,4.61,13.83
6521,ayesha@example,India,SKU-001,1.0,19.92,19.92
6527,john@example,Pakistan,SKU-001,4.0,20.16,80.64
6537,huda.sharma@@example.com,India,SKU-007,1.0,0.0,0.0
6547,michael@example,UAE,SKU-002,1.0,13.22,13.22
6578,nida@example,USA,SKU-003,3.0,5.09,15.27
6588,michael@example,USA,SKU-007,2.0,0.0,0.0
6593,ahmed@example,Pakistan,SKU-007,1.0,0.0,0.0
6633,noor@example,India,SKU-010,2.0,28.24,56.48
6667,amna@example,Pakistan,SKU-001,5.0,18.24,91.2
6681,jane.kumar @ eml.com,India,SKU-003,2.0,5.05,10.1
6690,bilal@example,USA,SKU-005,1.0,3.19,3.19
6705,emily.patel @ eml.com,Pakistan,SKU-001,5.0,,
6711,michael@example,Pakistan,SKU-003,1.0,5.4,5.4
6717,emily.ali@@hotmail.com,Pakistan,SKU-003,2.0,5.38,10.76
6752,meera.khan@@eml.com,UAE,SKU-008,4.0,23.09,92.36
6764,faizan@example,Pakistan,SKU-002,4.0,,
6765,emily@example,UAE,SKU-008,1.0,23.4,23.4
6770,rahul.khan@@eml.com,USA,SKU-006,4.0,15.77,63.08
6774,laiba@example,UAE,SKU-005,2.0,3.42,6.84
6792,ayesha.gupta @ mail.com,USA,SKU-003,4.0,4.94,19.76
6798,sara.qureshi @ marketplace.net,USA,SKU-010,1.0,30.53,30.53
6806,sophia.gupta @ hotmail.com,Pakistan,SKU-002,1.0,13.24,13.24
6809,michael.noor@@hotmail.com,Pakistan,SKU-009,4.0,10.58,42.32
6822,ali.raza @ shop.com,India,SKU-007,4.0,0.0,0.0
6849,laiba.raza @ hotmail.com,USA,SKU-009,4.0,9.07,36.28
6855,liam.brown @ marketplace.net,Pakistan,SKU-010,1.0,28.16,28.16
6876,faizan@example,Pakistan,SKU-004,1.0,7.46,7.46
6891,faizan@example,Pakistan,SKU-009,3.0,9.1,27.3
6892,laiba.williams @ example.com,USA,SKU-004,4.0,6.87,27.48
6929,priya@example,UAE,SKU-008,4.0,21.24,84.96
6931,nida.zafar@@shop.com,USA,SKU-003,5.0,4.5,22.5
6962,arjun.ahmad@@shop.com,Pakistan,SKU-001,3.0,19.7,59.1
6970,michael.ali@@shop.com,USA,SKU-009,5.0,9.11,45.55
6985,ali@example,India,SKU-003,1.0,4.57,4.57
6990,michael@example,Pakistan,SKU-002,5.0,13.18,65.9
7021,laiba.chen @ marketplace.net,USA,SKU-001,4.0,19.71,78.84
7022,rahul@example,Pakistan,SKU-001,4.0,18.53,74.12
7036,bilal@example,Pakistan,SKU-004,4.0,7.17,28.68
7065,emily.khan@@marketplace.net,Pakistan,SKU-010,5.0,30.31,151.55
7069,faizan.yadav@@hotmail.com,India,SKU-010,,31.11,
7077,liam@example,India,SKU-001,1.0,,
7086,sonia.sharma @ hotmail.com,India,SKU-003,5.0,5.07,25.35
7105,arjun.smith @ hotmail.com,USA,SKU-003,1.0,4.55,4.55
7107,olivia@example,India,SKU-009,4.0,9.83,39.32
7121,faizan.williams@@mail.com,USA,SKU-005,2.0,3.57,7.14
7174,faizan.miller@@marketplace.net,India,SKU-007,3.0,0.0,0.0
7176,priya@example,Pakistan,SKU-009,2.0,9.22,18.44
7183,meera.ali @ hotmail.com,India,SKU-002,5.0,12.84,64.2
7209,huda.williams@@mail.com,Pakistan,SKU-002,1.0,11.45,11.45
7218,john.miller @ marketplace.net,India,SKU-008,3.0,20.79,62.37
7229,rahul@example,USA,SKU-010,1.0,,
7240,ahmed.raza @ hotmail.com,UAE,SKU-008,1.0,19.98,19.98
7251,priya.yadav @ eml.com,USA,SKU-008,4.0,22.19,88.76
7261,liam.ali @ eml.com,Pakistan,SKU-005,1.0,3.27,3.27
7312,sophia.ahmad @ eml.com,UAE,SKU-007,4.0,0.0,0.0
7323,bilal@example,Pakistan,SKU-004,3.0,7.66,22.98
7332,faizan.raza@@marketplace.net,Pakistan,SKU-007,1.0,0.0,0.0
7392,michael.ali@@hotmail.com,Pakistan,SKU-009,3.0,10.39,31.17
7397,emily@example,USA,SKU-009,5.0,10.87,54.35
7408,laiba.obrien@@hotmail.com,India,SKU-004,2.0,7.1,14.2
7416,rahul@example,Pakistan,SKU-005,5.0,3.4,17.0
7453,sonia@example,India,SKU-009,2.0,10.93,21.86
7465,laiba.tariq @ example.com,USA,SKU-002,0.0,12.43,0.0
7496,john@example,UAE,SKU-010,1.0,28.95,28.95
7501,ali@example,India,SKU-010,3.0,30.53,91.59
7525,john.gupta @ example.com,Pakistan,SKU-005,1.0,3.37,3.37
7556,omar.khan@@shop.com,India,SKU-003,5.0,5.35,26.75
7569,nida@example,USA,SKU-005,3.0,2.99,8.97
7574,emily@example,USA,SKU-010,5.0,29.59,147.95
7593,amna.doe@@eml.com,UAE,SKU-008,1.0,23.56,23.56
7602,huda.siddiqui@@marketplace.net,UAE,SKU-006,4.0,14.72,58.88
7608,ali.chen@@marketplace.net,Pakistan,SKU-001,3.0,18.34,55.02
7633,arjun.hassan @ eml.com,India,SKU-009,2.0,9.44,18.88
7637,hassan.smith@@eml.com,UAE,SKU-003,3.0,4.54,13.62
7644,laiba.doe @ mail.com,UAE,SKU-007,2.0,0.0,0.0
7649,rahul.zafar@@marketplace.net,Pakistan,SKU-006,4.0,14.61,58.44
7655,usman@example,Pakistan,SKU-005,2.0,3.0,6.0
7656,arjun@example,USA,SKU-007,1.0,0.0,0.0
7689,sara.williams@@mail.com,India,SKU-010,4.0,31.74,126.96
7694,noah.ahmad @ mail.com,Pakistan,SKU-009,1.0,10.42,10.42
7700,hassan@example,Pakistan,SKU-009,3.0,9.67,29.01
7701,olivia@example,Pakistan,SKU-008,3.0,20.07,60.21
7705,john.khan @ mail.com,India,SKU-009,3.0,9.72,29.16
7712,ali.brown@@eml.com,Pakistan,SKU-007,3.0,,
7715,priya@example,USA,SKU-007,2.0,0.0,0.0
7727,liam.iqbal @ shop.com,UAE,SKU-001,3.0,21.38,64.14
7738,ava.patel @ mail.com,Pakistan,SKU-006,5.0,16.18,80.9
7750,bilal.davis @ marketplace.net,India,SKU-002,5.0,11.62,58.1
7817,omar.ahmad @ eml.com,Pakistan,SKU-008,1.0,23.59,23.59
7833,nida@example,UAE,SKU-004,5.0,8.12,40.6
7845,faizan.zafar@@mail.com,UAE,SKU-002,3.0,13.1,39.3
7855,liam.ahmad @ eml.com,Pakistan,SKU-007,4.0,0.0,0.0
7859,faizan.siddiqui @ marketplace.net,Pakistan,SKU-008,,21.9,
7861,sophia.ali @ marketplace.net,India,SKU-004,5.0,7.21,36.05
7862,omar.abbas @ hotmail.com,India,SKU-009,1.0,10.05,10.05
7864,hassan.gupta @ example.com,India,SKU-010,0.0,31.69,0.0
7871,olivia.chen@@hotmail.com,USA,SKU-007,5.0,0.0,0.0
7875,sonia@example,Pakistan,SKU-006,3.0,15.41,46.23
7893,huda.patel@@hotmail.com,USA,SKU-005,5.0,3.53,17.65
7904,meera.akram @ eml.com,Pakistan,SKU-010,4.0,30.45,121.8
7915,olivia.tariq @ shop.com,Pakistan,SKU-003,2.0,4.74,9.48
7923,ava.yadav@@shop.com,India,SKU-009,1.0,9.11,9.11
7945,faizan.johnson @ hotmail.com,Pakistan,SKU-005,5.0,3.19,15.95
7963,noor@example,Pakistan,SKU-004,1.0,7.33,7.33
7968,olivia.miller@@example.com,India,SKU-001,5.0,21.64,108.2
8019,anil.abbas@@eml.com,Pakistan,SKU-008,3.0,20.09,60.27
8022,ahmed.singh @ hotmail.com,USA,SKU-004,5.0,7.86,39.3
8043,nida.noor@@eml.com,Pakistan,SKU-007,4.0,0.0,0.0
8047,laiba.noor @ example.com,Pakistan,SKU-003,1.0,5.11,5.11
8068,ali@example,Pakistan,SKU-008,1.0,21.06,21.06
8069,amna.yadav @ hotmail.com,UAE,SKU-003,,5.48,
8086,meera@example,Pakistan,SKU-002,3.0,13.18,39.54
8106,faizan@example,USA,SKU-009,3.0,10.45,31.35
8111,priya@example,USA,SKU-004,5.0,7.74,38.7
8127,ava@example,Pakistan,SKU-004,4.0,7.34,29.36
8159,rahul@example,UAE,SKU-007,1.0,0.0,0.0
8165,olivia.smith@@example.com,USA,SKU-010,5.0,28.07,140.35
8191,hassan.doe@@hotmail.com,Pakistan,SKU-010,3.0,27.67,83.01
8193,jane.siddiqui@@mail.com,Pakistan,SKU-004,4.0,8.13,32.52
8194,noah.khan@@example.com,Pakistan,SKU-009,5.0,9.96,49.8
8214,ayesha.obrien@@hotmail.com,USA,SKU-004,3.0,8.0,24.0
8237,emily@example,Pakistan,SKU-004,3.0,7.23,21.69
8249,bilal.khan@@example.com,USA,SKU-008,3.0,19.84,59.52
8252,ahmed@example,India,SKU-001,5.0,20.92,104.6
8255,liam.sharma @ eml.com,Pakistan,SKU-007,2.0,0.0,0.0
8264,huda@example,UAE,SKU-004,2.0,6.75,13.5
8279,ava@example,USA,SKU-003,2.0,5.09,10.18
8282,arjun@example,USA,SKU-002,2.0,13.67,27.34
8284,olivia@example,USA,SKU-005,4.0,2.98,11.92
8331,priya.raza@@example.com,Pakistan,SKU-004,2.0,7.51,15.02
8334,omar@example,Pakistan,SKU-001,4.0,19.19,76.76
8345,olivia@example,Pakistan,SKU-003,5.0,4.89,24.45
8351,hassan@example,Pakistan,SKU-004,2.0,6.87,13.74
8353,bilal.obrien@@shop.com,Pakistan,SKU-009,5.0,10.29,51.45
8355,faizan@example,India,SKU-005,1.0,2.94,2.94
8361,usman.davis@@eml.com,USA,SKU-009,1.0,10.83,10.83
8364,hassan@example,Pakistan,SKU-006,3.0,16.48,49.44
8374,sophia.chen @ hotmail.com,Pakistan,SKU-008,1.0,23.98,23.98
8375,anil.ali@@mail.com,USA,SKU-003,1.0,5.38,5.38
8380,noah@example,Pakistan,SKU-006,4.0,13.65,54.6
8397,sara.ali @ mail.com,Pakistan,SKU-002,2.0,,
8410,ava.miller @ mail.com,UAE,SKU-001,4.0,19.5,78.0
8428,priya@example,USA,SKU-008,3.0,23.0,69.0
8447,nida@example,India,SKU-003,3.0,5.25,15.75
8450,ali@example,Pakistan,SKU-008,5.0,23.41,117.05
8456,nida.zafar@@example.com,India,SKU-008,5.0,24.11,120.55
8481,liam.ali@@mail.com,Pakistan,SKU-003,3.0,5.05,15.15
8490,emily.hassan @ example.com,USA,SKU-009,3.0,10.24,30.72
8514,ali@example,USA,SKU-003,5.0,5.0,25.0
8522,olivia.kumar@@hotmail.com,USA,SKU-005,1.0,3.04,3.04
8531,michael.kumar @ shop.com,Pakistan,SKU-005,4.0,3.5,14.0
8563,amna.singh @ eml.com,USA,SKU-004,5.0,7.75,38.75
8568,sara.akram @ hotmail.com,Pakistan,SKU-006,1.0,,
8593,sophia.davis@@eml.com,India,SKU-003,4.0,5.31,21.24
8603,rahul@example,Pakistan,SKU-009,3.0,9.26,27.78
8605,liam.ali @ shop.com,UAE,SKU-006,4.0,15.86,63.44
8618,noah.singh @ example.com,India,SKU-009,1.0,9.44,9.44
8632,ahmed.patel @ hotmail.com,UAE,SKU-004,4.0,7.7,30.8
8637,sophia@example,India,SKU-003,2.0,4.54,9.08
8643,arjun.siddiqui@@example.com,Pakistan,SKU-005,2.0,3.07,6.14
8666,nida@example,India,SKU-004,5.0,8.22,41.1
8669,ali.ahmad @ mail.com,UAE,SKU-010,5.0,30.49,152.45
8675,huda@example,Pakistan,SKU-001,1.0,21.58,21.58
8687,meera.miller@@marketplace.net,Pakistan,SKU-005,4.0,3.49,13.96
8693,emily@example,UAE,SKU-007,1.0,0.0,0.0
8722,liam@example,Pakistan,SKU-010,1.0,27.69,27.69
8731,hassan.doe @ mail.com,Pakistan,SKU-001,3.0,19.03,57.09
8741,usman.zafar@@marketplace.net,India,SKU-002,5.0,12.26,61.3
8751,ava@example,Pakistan,SKU-004,2.0,8.02,16.04
8769,bilal@example,Pakistan,SKU-010,3.0,31.89,95.67
8777,john@example,UAE,SKU-001,5.0,21.05,105.25
8790,faizan.doe@@eml.com,UAE,SKU-006,5.0,13.94,69.7
8812,hassan.johnson@@mail.com,USA,SKU-004,4.0,,
8817,john@example,USA,SKU-004,2.0,8.24,16.48
8826,anil.johnson@@shop.com,Pakistan,SKU-006,4.0,14.39,57.56
8833,omar@example,India,SKU-007,2.0,0.0,0.0
8841,noah.raza @ mail.com,USA,SKU-007,5.0,,
8863,sara.zafar@@shop.com,Pakistan,SKU-004,3.0,7.76,23.28
8877,meera@example,UAE,SKU-005,1.0,3.41,3.41
8881,omar.yadav @ example.com,UAE,SKU-003,1.0,5.23,5.23
8884,laiba.khan @ shop.com,India,SKU-008,4.0,20.85,83.4
8895,emily.raza@@shop.com,Pakistan,SKU-010,2.0,31.98,63.96
8899,huda.ali@@example.com,Pakistan,SKU-004,2.0,8.24,16.48
8918,anil@example,India,SKU-008,,21.72,
8920,liam@example,Pakistan,SKU-002,5.0,12.83,64.15
8923,ahmed@example,UAE,SKU-006,2.0,,
8933,laiba@example,USA,SKU-010,1.0,31.77,31.77
8944,ava@example,Pakistan,SKU-001,3.0,18.89,56.67
8953,huda.qureshi @ eml.com,USA,SKU-010,3.0,,
8969,ayesha.tariq@@shop.com,USA,SKU-008,3.0,23.52,70.56
8972,priya@example,India,SKU-009,2.0,10.34,20.68
9000,olivia.singh @ marketplace.net,USA,SKU-006,3.0,16.04,48.12
9025,huda@example,USA,SKU-010,2.0,27.58,55.16
9032,omar.siddiqui @ shop.com,Pakistan,SKU-006,4.0,14.84,59.36
9049,olivia.johnson @ hotmail.com,Pakistan,SKU-008,4.0,21.61,86.44
9050,nida@example,Pakistan,SKU-010,5.0,29.15,145.75
9058,michael@example,Pakistan,SKU-009,2.0,9.96,19.92
9059,sara.singh@@example.com,Pakistan,SKU-007,5.0,0.0,0.0
9062,meera.ali @ eml.com,USA,SKU-008,5.0,20.0,100.0
9064,noor.raza @ marketplace.net,USA,SKU-008,1.0,20.92,20.92
9081,usman@example,Pakistan,SKU-003,2.0,4.98,9.96
9085,huda.williams@@hotmail.com,India,SKU-007,4.0,0.0,0.0
9093,olivia.smith@@eml.com,India,SKU-008,2.0,20.71,41.42
9094,ava.abbas @ mail.com,USA,SKU-002,2.0,12.08,24.16
9103,ayesha@example,Pakistan,SKU-009,0.0,10.24,0.0
9123,laiba.hassan@@hotmail.com,USA,SKU-010,2.0,28.47,56.94
9126,omar@example,India,SKU-008,3.0,20.06,60.18
9127,meera.hassan @ shop.com,USA,SKU-008,5.0,21.08,105.4
9132,ali.zafar @ hotmail.com,Pakistan,SKU-010,2.0,29.69,59.38
9148,laiba@example,Pakistan,SKU-008,5.0,23.44,117.2
9158,bilal.tariq@@mail.com,USA,SKU-002,3.0,11.57,34.71
9183,laiba.smith @ shop.com,India,SKU-007,1.0,0.0,0.0
9195,ahmed@example,India,SKU-002,2.0,13.5,27.0
9215,zain.abbas @ eml.com,UAE,SKU-006,5.0,13.88,69.4
9242,anil.ali@@example.com,Pakistan,SKU-005,1.0,3.28,3.28
9244,ahmed.khan @ shop.com,USA,SKU-008,4.0,21.96,87.84
9246,jane.doe @ eml.com,Pakistan,SKU-007,1.0,0.0,0.0
9247,laiba.gupta @ shop.com,Pakistan,SKU-005,1.0,3.19,3.19
9270,michael@example,Pakistan,SKU-006,3.0,15.39,46.17
9275,ava.iqbal @ marketplace.net,UAE,SKU-002,1.0,12.62,12.62
9276,ayesha@example,Pakistan,SKU-009,4.0,10.37,41.48
9289,ali@example,USA,SKU-001,5.0,21.92,109.6
9298,olivia.siddiqui @ example.com,UAE,SKU-001,3.0,20.06,60.18
9303,sophia.ali @ mail.com,USA,SKU-003,4.0,5.24,20.96
9306,ahmed.khan@@example.com,Pakistan,SKU-002,3.0,12.77,38.31
9317,meera@example,USA,SKU-008,3.0,20.83,62.49
9337,hassan.brown @ hotmail.com,Pakistan,SKU-007,2.0,0.0,0.0
9360,liam@example,Pakistan,SKU-001,5.0,18.68,93.4
9380,huda.chen @ mail.com,Pakistan,SKU-007,4.0,0.0,0.0
9406,john.williams@@mail.com,UAE,SKU-010,3.0,31.15,93.45
9416,sonia.hassan@@shop.com,Pakistan,SKU-006,1.0,14.08,14.08
9419,emily.johnson @ hotmail.com,UAE,SKU-006,3.0,14.4,43.2
9428,michael@example,Pakistan,SKU-001,5.0,18.36,91.8
9429,emily@example,UAE,SKU-002,0.0,12.73,0.0
9454,sara.ali @ eml.com,Pakistan,SKU-001,2.0,,
9473,meera@example,Pakistan,SKU-002,2.0,12.35,24.7
9476,sonia.johnson @ mail.com,UAE,SKU-008,5.0,23.09,115.45
9487,liam@example,USA,SKU-003,1.0,5.05,5.05
9531,michael.iqbal @ shop.com,Pakistan,SKU-007,3.0,0.0,0.0
9533,usman@example,India,SKU-008,2.0,23.64,47.28
9539,zain.patel @ example.com,Pakistan,SKU-010,1.0,31.21,31.21
9568,jane.khan@@hotmail.com,India,SKU-004,5.0,,
9575,john.khan @ shop.com,USA,SKU-001,0.0,21.6,0.0
9588,bilal.ahmad@@eml.com,India,SKU-009,4.0,9.41,37.64
9592,michael.abbas@@eml.com,India,SKU-008,5.0,23.75,118.75
9626,noor.doe @ marketplace.net,USA,SKU-008,4.0,21.32,85.28
9664,zain.singh @ mail.com,USA,SKU-003,3.0,5.34,16.02
9666,john.ali@@shop.com,USA,SKU-001,1.0,18.27,18.27
9674,zain.ahmad @ eml.com,Pakistan,SKU-010,2.0,28.25,56.5
9675,amna@example,India,SKU-005,1.0,3.13,3.13
9692,emily@example,Pakistan,SKU-007,4.0,0.0,0.0
9709,sara.raza@@shop.com,Pakistan,SKU-008,5.0,23.83,119.15
9726,amna@example,USA,SKU-006,2.0,14.1,28.2
9728,emily.smith @ example.com,India,SKU-004,4.0,8.02,32.08
9752,priya@example,Pakistan,SKU-010,2.0,31.83,63.66
9753,jane.siddiqui @ mail.com,USA,SKU-003,4.0,4.76,19.04
9789,laiba@example,Pakistan,SKU-001,4.0,19.1,76.4
9790,noah.patel@@example.com,USA,SKU-008,1.0,22.97,22.97
9802,jane.miller@@marketplace.net,Pakistan,SKU-002,3.0,12.47,37.41
9809,ali@example,UAE,SKU-008,1.0,,
9817,zain.davis@@mail.com,Pakistan,SKU-008,2.0,22.71,45.42
9824,john@example,India,SKU-004,4.0,7.6,30.4
9827,bilal.akram @ hotmail.com,USA,SKU-008,3.0,20.14,60.42
9871,nida@example,India,SKU-009,4.0,,
9878,liam@example,UAE,SKU-007,3.0,0.0,0.0
9891,meera.patel @ hotmail.com,USA,SKU-005,4.0,3.18,12.72
9906,noor@example,India,SKU-005,5.0,3.02,15.1
9911,priya.raza@@mail.com,Pakistan,SKU-008,0.0,23.34,0.0
9930,rahul.doe @ example.com,USA,SKU-006,1.0,13.85,13.85
9931,ayesha.hassan@@example.com,Pakistan,SKU-010,5.0,31.14,155.7
9953,liam@example,Pakistan,SKU-008,1.0,22.34,22.34
9958,omar.ahmad @ eml.com,Pakistan,SKU-009,1.0,9.39,9.39
9975,olivia.akram@@hotmail.com,USA,SKU-003,1.0,4.55,4.55
9977,michael.kumar@@mail.com,Pakistan,SKU-006,5.0,14.41,72.05
9985,liam@example,Pakistan,SKU-005,3.0,3.07,9.21
9993,ali.khan @ hotmail.com,Pakistan,SKU-001,4.0,20.99,83.96
10012,laiba@example,USA,SKU-008,1.0,22.59,22.59
10015,faizan@example,India,SKU-001,4.0,19.88,79.52
10016,ahmed@example,India,SKU-008,5.0,22.77,113.85
10019,sonia.patel@@marketplace.net,India,SKU-003,4.0,4.89,19.56
10025,priya@example,India,SKU-006,5.0,15.99,79.95
10028,nida@example,USA,SKU-006,3.0,14.26,42.78
10030,emily.khan @ eml.com,USA,SKU-001,2.0,,
10048,arjun@example,UAE,SKU-007,3.0,0.0,0.0
10050,omar.obrien @ example.com,USA,SKU-003,5.0,5.19,25.95
10054,liam.smith@@marketplace.net,USA,SKU-002,4.0,12.23,48.92
10110,amna@example,USA,SKU-007,1.0,0.0,0.0
